time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-11-21 00:00:00+00:00,9,7,,
2023-11-22 00:00:00+00:00,1,1,,
2023-11-26 00:00:00+00:00,2,2,,
2023-11-27 00:00:00+00:00,1,1,9.0,1.0
