time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-22 00:00:00+00:00,1,1,,
2024-01-28 00:00:00+00:00,3,3,5.0,1.0
2024-01-29 00:00:00+00:00,1,1,,
