url_path,views_total,views_unique
/animo/homebrew-siera/branches,2,1
/animo/homebrew-siera,1,1
/animo/homebrew-siera/commit/56317979340cb931bde46e98512a1e8cbe247608,1,1
/animo/homebrew-siera/tree/metrics,1,1
