time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-11-27 00:00:00+00:00,1,1,9.0,1.0
2023-12-03 00:00:00+00:00,3,3,17.0,1.0
2023-12-04 00:00:00+00:00,1,1,,
2023-12-06 00:00:00+00:00,1,1,,
2023-12-09 00:00:00+00:00,1,1,,
